Sales Person,Country,Product,Date,Amount,Boxes Shipped
Dennison Crosswaite,India,Mint Chip Choco,23/03/2024,"$15,201.56",142
Barr Faughny,India,Caramel Stuffed Bars,04/01/2024,"$7,912.62",106
Brien Boise,India,Milk Bars,22/02/2024,"$14,190.78",269
Beverie Moffet,UK,Spicy Special Slims,17/02/2024,"$9,327.08",259
Barr Faughny,USA,Almond Choco,03/02/2024,$434.42,83
Van Tuxwell,Canada,Raspberry Choco,17/03/2024,"$1,497.58",132
Wilone O'Kielt,Australia,Baker's Choco Chips,25/01/2024,"$3,124.74",155
Brien Boise,Australia,Milk Bars,27/07/2024,"$2,356.21",54
Husein Augar,Australia,Fruit & Nut Bars,28/01/2024,"$8,548.00",55
Madelene Upcott,Australia,Organic Choco Syrup,05/07/2024,"$12,094.34",52
Van Tuxwell,India,White Choc,15/03/2024,"$2,119.42",46
Gunar Cockshoot,Canada,After Nines,04/08/2024,"$3,038.32",220
Jan Morforth,USA,Fruit & Nut Bars,27/06/2024,"$5,187.72",382
Jan Morforth,Canada,After Nines,13/07/2024,"$5,384.52",180
Barr Faughny,New Zealand,Manuka Honey Choco,24/02/2024,"$6,575.07",249
Karlen McCaffrey,New Zealand,85% Dark Bars,28/06/2024,"$6,350.37",59
Oby Sorrel,Australia,85% Dark Bars,30/06/2024,"$7,488.06",28
Curtice Advani,Canada,Choco Coated Almonds,18/08/2024,"$6,997.57",7
Kaine Padly,India,70% Dark Bites,24/01/2024,"$13,081.57",324
Beverie Moffet,USA,White Choc,11/03/2024,"$5,964.72",136
Ches Bonnell,New Zealand,After Nines,23/06/2024,"$6,651.11",377
Husein Augar,India,Spicy Special Slims,22/08/2024,"$2,606.11",31
Gunar Cockshoot,Canada,50% Dark Bites,04/01/2024,"$3,615.98",24
Curtice Advani,India,Milk Bars,05/04/2024,"$3,658.27",210
Beverie Moffet,India,Milk Bars,15/04/2024,"$1,997.46",314
Husein Augar,Australia,White Choc,11/05/2024,"$3,618.67",213
Andria Kimpton,Canada,Manuka Honey Choco,21/07/2024,"$5,538.85",492
Jan Morforth,New Zealand,Orange Choco,11/02/2024,"$1,382.49",86
Andria Kimpton,Canada,Smooth Sliky Salty,08/07/2024,"$1,223.79",81
Gunar Cockshoot,UK,Raspberry Choco,11/08/2024,"$8,043.29",344
Husein Augar,New Zealand,After Nines,04/08/2024,"$6,878.47",7
Andria Kimpton,New Zealand,Orange Choco,14/06/2024,"$9,420.22",94
Dennison Crosswaite,UK,Baker's Choco Chips,17/01/2024,"$2,516.34",293
Jehu Rudeforth,Canada,Orange Choco,23/06/2024,"$4,334.75",529
Jehu Rudeforth,UK,Smooth Sliky Salty,24/08/2024,"$1,588.49",111
Andria Kimpton,UK,Caramel Stuffed Bars,07/06/2024,"$8,959.38",271
Jan Morforth,UK,White Choc,22/06/2024,"$9,409.06",46
Dotty Strutley,USA,Fruit & Nut Bars,13/07/2024,"$3,315.64",268
Kelci Walkden,UK,Choco Coated Almonds,24/05/2024,"$10,920.70",210
Gunar Cockshoot,New Zealand,After Nines,09/08/2024,"$7,605.55",154
Kaine Padly,Canada,85% Dark Bars,06/04/2024,"$1,859.96",33
Jan Morforth,New Zealand,Manuka Honey Choco,28/07/2024,"$1,743.87",259
Gunar Cockshoot,New Zealand,Raspberry Choco,24/08/2024,$758.28,57
Van Tuxwell,Australia,99% Dark & Pure,17/01/2024,$125.37,138
Curtice Advani,USA,Drinking Coco,07/02/2024,"$6,170.75",149
Brien Boise,Australia,Spicy Special Slims,09/05/2024,"$6,867.13",273
Mallorie Waber,New Zealand,85% Dark Bars,06/06/2024,"$8,775.45",113
Wilone O'Kielt,USA,Choco Coated Almonds,06/06/2024,"$10,422.84",6
Beverie Moffet,New Zealand,Organic Choco Syrup,24/05/2024,"$7,402.04",231
Gunar Cockshoot,UK,50% Dark Bites,13/01/2024,"$2,498.04",129
Marney O'Breen,USA,Raspberry Choco,23/05/2024,"$6,873.56",152
Jehu Rudeforth,UK,White Choc,29/06/2024,"$2,015.93",304
Jehu Rudeforth,New Zealand,85% Dark Bars,11/03/2024,"$8,077.51",95
Dotty Strutley,USA,85% Dark Bars,25/04/2024,"$11,149.46",538
Rafaelita Blaksland,Australia,Smooth Sliky Salty,30/05/2024,"$4,739.39",236
Curtice Advani,India,Manuka Honey Choco,23/05/2024,"$1,844.54",185
Mallorie Waber,USA,Peanut Butter Cubes,23/05/2024,"$1,263.98",19
Van Tuxwell,Canada,Peanut Butter Cubes,24/06/2024,"$7,527.84",306
Kelci Walkden,New Zealand,Smooth Sliky Salty,11/03/2024,"$12,265.45",268
Rafaelita Blaksland,USA,Smooth Sliky Salty,27/07/2024,"$17,662.05",230
Rafaelita Blaksland,USA,White Choc,16/08/2024,"$5,520.00",120
Roddy Speechley,Canada,Smooth Sliky Salty,07/03/2024,"$10,712.76",11
Curtice Advani,New Zealand,After Nines,05/04/2024,"$8,416.80",29
Camilla Castle,India,85% Dark Bars,04/05/2024,"$9,986.05",54
Ches Bonnell,USA,Choco Coated Almonds,04/01/2024,"$15,629.82",89
Marney O'Breen,Australia,Baker's Choco Chips,13/01/2024,"$6,224.33",100
Wilone O'Kielt,New Zealand,Fruit & Nut Bars,11/07/2024,"$7,736.85",95
Kaine Padly,Australia,Mint Chip Choco,17/05/2024,"$4,860.75",162
Camilla Castle,New Zealand,Peanut Butter Cubes,21/07/2024,"$1,754.64",62
Curtice Advani,Canada,Organic Choco Syrup,22/02/2024,$897.13,24
Jan Morforth,India,99% Dark & Pure,23/05/2024,"$10,607.29",182
Rafaelita Blaksland,Canada,Drinking Coco,12/07/2024,"$10,772.00",192
Jan Morforth,UK,Orange Choco,15/06/2024,"$4,116.96",203
Barr Faughny,New Zealand,50% Dark Bites,23/06/2024,"$5,185.36",321
Curtice Advani,Australia,Eclairs,25/03/2024,"$6,974.95",58
Jan Morforth,India,Caramel Stuffed Bars,04/07/2024,$99.50,161
Andria Kimpton,UK,White Choc,12/05/2024,"$10,203.47",109
Camilla Castle,New Zealand,Raspberry Choco,04/04/2024,"$5,081.52",148
Madelene Upcott,Australia,Orange Choco,15/04/2024,"$7,166.62",381
Roddy Speechley,Canada,Eclairs,08/03/2024,"$7,026.54",95
Karlen McCaffrey,India,White Choc,17/01/2024,"$8,265.32",251
Wilone O'Kielt,India,Mint Chip Choco,22/08/2024,"$1,516.19",53
Andria Kimpton,UK,99% Dark & Pure,25/07/2024,"$1,258.54",72
Marney O'Breen,UK,50% Dark Bites,14/06/2024,"$3,506.38",126
Ches Bonnell,India,Choco Coated Almonds,05/04/2024,"$10,969.00",83
Madelene Upcott,UK,Raspberry Choco,26/08/2024,"$8,442.19",347
Wilone O'Kielt,Australia,50% Dark Bites,03/08/2024,"$11,000.85",112
Gigi Bohling,Canada,White Choc,11/07/2024,"$6,987.59",4
Wilone O'Kielt,New Zealand,Eclairs,11/03/2024,"$3,735.00",21
Brien Boise,UK,Peanut Butter Cubes,10/01/2024,"$17,346.79",32
Roddy Speechley,UK,Baker's Choco Chips,04/04/2024,"$16,517.20",349
Karlen McCaffrey,Australia,50% Dark Bites,17/01/2024,"$7,642.94",778
Marney O'Breen,New Zealand,Organic Choco Syrup,08/07/2024,"$10,337.23",49
Jan Morforth,UK,Organic Choco Syrup,12/04/2024,"$1,367.24",384
Rafaelita Blaksland,Canada,Fruit & Nut Bars,24/08/2024,$570.58,191
Ches Bonnell,UK,Choco Coated Almonds,07/06/2024,"$2,012.27",259
Gunar Cockshoot,Canada,Almond Choco,28/07/2024,"$1,469.24",29
Husein Augar,USA,99% Dark & Pure,21/02/2024,"$10,020.18",113
Dennison Crosswaite,Canada,Mint Chip Choco,08/04/2024,"$1,914.65",304
Brien Boise,UK,Manuka Honey Choco,28/06/2024,$73.91,101
Van Tuxwell,UK,Baker's Choco Chips,24/03/2024,"$2,794.33",21
Barr Faughny,Australia,Caramel Stuffed Bars,29/07/2024,"$3,192.06",54
Dennison Crosswaite,USA,Eclairs,25/05/2024,"$2,447.37",98
Gigi Bohling,Australia,Raspberry Choco,30/03/2024,"$7,696.46",313
Dennison Crosswaite,USA,Organic Choco Syrup,18/07/2024,"$14,731.55",132
Beverie Moffet,Canada,Orange Choco,10/05/2024,"$9,321.64",111
Mallorie Waber,Australia,Choco Coated Almonds,18/03/2024,"$18,473.63",88
Ches Bonnell,India,Caramel Stuffed Bars,15/06/2024,"$7,437.55",54
Van Tuxwell,Canada,50% Dark Bites,12/05/2024,"$14,581.33",58
Kelci Walkden,New Zealand,Baker's Choco Chips,23/06/2024,"$3,389.96",115
Beverie Moffet,India,Spicy Special Slims,21/04/2024,"$3,968.38",182
Gigi Bohling,Australia,Almond Choco,17/08/2024,"$1,084.26",120
Rafaelita Blaksland,New Zealand,Eclairs,07/02/2024,"$20,690.20",51
Kelci Walkden,Canada,Smooth Sliky Salty,17/03/2024,"$8,929.57",121
Jan Morforth,India,Baker's Choco Chips,01/08/2024,"$15,497.27",85
Jehu Rudeforth,Australia,Milk Bars,18/03/2024,"$9,172.13",30
Gigi Bohling,Canada,Fruit & Nut Bars,14/06/2024,"$6,093.61",104
Beverie Moffet,UK,Eclairs,22/04/2024,"$9,144.79",156
Marney O'Breen,New Zealand,Eclairs,18/01/2024,"$5,902.91",31
Husein Augar,Australia,99% Dark & Pure,26/08/2024,"$3,277.47",131
Gunar Cockshoot,New Zealand,Fruit & Nut Bars,10/06/2024,"$9,759.53",424
Curtice Advani,Canada,70% Dark Bites,31/01/2024,"$2,504.90",7
Kelci Walkden,New Zealand,Manuka Honey Choco,08/04/2024,"$1,527.99",107
Dotty Strutley,Australia,Baker's Choco Chips,07/06/2024,"$3,767.49",65
Barr Faughny,Australia,85% Dark Bars,10/02/2024,"$9,452.18",42
Beverie Moffet,Australia,50% Dark Bites,16/05/2024,$764.63,441
Gunar Cockshoot,India,Baker's Choco Chips,18/03/2024,"$2,432.75",535
Van Tuxwell,Australia,50% Dark Bites,13/07/2024,$779.04,134
Oby Sorrel,USA,Manuka Honey Choco,25/07/2024,"$5,050.53",85
Van Tuxwell,Canada,Choco Coated Almonds,19/08/2024,"$2,727.35",293
Karlen McCaffrey,Canada,70% Dark Bites,24/06/2024,"$9,089.21",602
Kelci Walkden,Canada,Fruit & Nut Bars,20/06/2024,$881.49,152
Camilla Castle,India,99% Dark & Pure,02/08/2024,$227.55,225
Madelene Upcott,New Zealand,70% Dark Bites,22/02/2024,"$14,193.58",102
Mallorie Waber,New Zealand,Orange Choco,01/02/2024,"$7,459.88",23
Jan Morforth,Canada,70% Dark Bites,14/02/2024,"$6,578.55",312
Kelci Walkden,Australia,Milk Bars,24/02/2024,"$8,975.44",137
Dennison Crosswaite,India,Orange Choco,18/03/2024,$852.29,123
Husein Augar,UK,Eclairs,30/08/2024,"$1,955.20",250
Gigi Bohling,USA,Peanut Butter Cubes,09/05/2024,$323.29,72
Wilone O'Kielt,USA,Smooth Sliky Salty,18/01/2024,$542.39,86
Curtice Advani,India,White Choc,04/07/2024,"$7,666.62",347
Oby Sorrel,New Zealand,Spicy Special Slims,03/06/2024,"$1,826.32",13
Beverie Moffet,New Zealand,Peanut Butter Cubes,23/02/2024,"$11,510.68",30
Dotty Strutley,New Zealand,99% Dark & Pure,09/05/2024,"$12,263.85",223
Kelci Walkden,India,70% Dark Bites,06/06/2024,"$3,878.60",108
Kelci Walkden,India,Drinking Coco,04/07/2024,"$8,328.52",238
Brien Boise,New Zealand,Drinking Coco,06/06/2024,"$1,666.46",98
Dotty Strutley,Australia,Almond Choco,13/05/2024,"$1,754.11",95
Wilone O'Kielt,New Zealand,Organic Choco Syrup,31/01/2024,"$2,390.70",274
Ches Bonnell,New Zealand,Caramel Stuffed Bars,30/06/2024,"$8,546.72",41
Barr Faughny,Canada,Manuka Honey Choco,25/08/2024,"$4,115.57",274
Gigi Bohling,New Zealand,Smooth Sliky Salty,10/01/2024,$787.38,95
Brien Boise,USA,Manuka Honey Choco,22/08/2024,"$2,095.78",8
Roddy Speechley,New Zealand,85% Dark Bars,14/04/2024,"$5,220.80",267
Oby Sorrel,UK,Smooth Sliky Salty,31/05/2024,"$11,264.45",340
Oby Sorrel,UK,Raspberry Choco,08/04/2024,"$5,477.33",341
Roddy Speechley,USA,Drinking Coco,21/02/2024,"$3,389.00",160
Andria Kimpton,Australia,Manuka Honey Choco,30/03/2024,"$11,559.52",413
Mallorie Waber,India,Raspberry Choco,02/03/2024,"$1,676.82",2
Jehu Rudeforth,USA,Orange Choco,28/07/2024,$437.48,174
Kaine Padly,New Zealand,70% Dark Bites,24/03/2024,"$8,487.63",40
Curtice Advani,Australia,After Nines,11/08/2024,$71.99,101
Husein Augar,UK,Almond Choco,17/05/2024,"$9,863.62",167
Kaine Padly,Canada,Choco Coated Almonds,18/05/2024,"$3,468.53",166
Roddy Speechley,UK,Peanut Butter Cubes,17/08/2024,"$6,770.35",173
Ches Bonnell,New Zealand,Eclairs,04/04/2024,$564.14,50
Brien Boise,India,85% Dark Bars,09/08/2024,"$21,044.07",210
Brien Boise,New Zealand,Organic Choco Syrup,17/01/2024,$677.38,327
Andria Kimpton,Canada,White Choc,14/02/2024,"$4,368.01",29
Gigi Bohling,New Zealand,Orange Choco,16/05/2024,"$9,866.20",306
Ches Bonnell,Canada,Smooth Sliky Salty,16/03/2024,"$10,723.86",125
Husein Augar,Canada,70% Dark Bites,31/01/2024,"$5,443.42",284
Barr Faughny,Canada,Organic Choco Syrup,10/03/2024,"$1,312.35",200
Oby Sorrel,UK,Organic Choco Syrup,30/06/2024,"$8,471.68",162
Van Tuxwell,New Zealand,Eclairs,01/03/2024,"$5,774.60",178
Mallorie Waber,UK,Drinking Coco,27/05/2024,"$3,780.02",97
Oby Sorrel,UK,Milk Bars,11/07/2024,"$6,831.03",243
Karlen McCaffrey,New Zealand,Mint Chip Choco,02/03/2024,"$4,834.51",63
Jehu Rudeforth,USA,Raspberry Choco,04/03/2024,"$8,119.65",143
Kelci Walkden,UK,85% Dark Bars,23/06/2024,"$4,811.88",242
Kelci Walkden,USA,Almond Choco,27/01/2024,"$5,930.01",252
Marney O'Breen,Canada,Orange Choco,14/01/2024,"$3,040.05",426
Dennison Crosswaite,India,Fruit & Nut Bars,29/07/2024,"$1,126.87",23
Brien Boise,Canada,Smooth Sliky Salty,13/05/2024,"$6,051.65",490
Barr Faughny,Canada,Baker's Choco Chips,03/02/2024,"$12,279.35",162
Brien Boise,India,Smooth Sliky Salty,27/05/2024,"$7,091.66",28
Jan Morforth,Australia,Drinking Coco,18/02/2024,"$3,160.97",25
Brien Boise,India,Spicy Special Slims,28/01/2024,"$1,408.28",35
Van Tuxwell,UK,Eclairs,29/06/2024,"$5,776.61",114
Wilone O'Kielt,India,Caramel Stuffed Bars,13/01/2024,"$4,890.59",274
Jehu Rudeforth,UK,After Nines,27/06/2024,"$2,048.13",172
Barr Faughny,Canada,White Choc,29/03/2024,"$4,590.46",1
Gunar Cockshoot,India,Organic Choco Syrup,03/06/2024,"$8,665.99",162
Mallorie Waber,Canada,Smooth Sliky Salty,21/03/2024,"$2,202.46",97
Mallorie Waber,India,Eclairs,12/04/2024,"$11,720.11",48
Rafaelita Blaksland,Australia,Raspberry Choco,19/01/2024,"$7,884.86",266
Karlen McCaffrey,UK,50% Dark Bites,06/04/2024,"$3,857.88",303
Kaine Padly,Australia,50% Dark Bites,02/08/2024,"$10,123.96",84
Gigi Bohling,Australia,Eclairs,12/04/2024,"$8,170.88",137
Oby Sorrel,India,Drinking Coco,21/07/2024,"$19,390.61",141
Van Tuxwell,New Zealand,Baker's Choco Chips,22/03/2024,"$10,197.43",24
Husein Augar,India,Peanut Butter Cubes,09/05/2024,"$5,188.18",5
Andria Kimpton,Australia,Baker's Choco Chips,09/08/2024,$350.27,117
Madelene Upcott,Canada,Choco Coated Almonds,20/07/2024,"$3,766.32",300
Brien Boise,India,70% Dark Bites,14/04/2024,"$4,888.37",435
Jehu Rudeforth,Canada,White Choc,25/01/2024,"$5,230.36",142
Andria Kimpton,Australia,Almond Choco,25/04/2024,"$3,790.18",168
Dotty Strutley,Canada,After Nines,17/01/2024,$302.18,233
Karlen McCaffrey,USA,Eclairs,15/08/2024,"$1,017.17",123
Karlen McCaffrey,Canada,Fruit & Nut Bars,02/06/2024,$241.36,17
Gunar Cockshoot,USA,85% Dark Bars,30/06/2024,"$8,347.30",138
Dotty Strutley,New Zealand,Raspberry Choco,10/02/2024,"$6,291.74",88
Marney O'Breen,Canada,Caramel Stuffed Bars,23/02/2024,"$1,543.77",674
Dennison Crosswaite,India,Organic Choco Syrup,27/01/2024,"$9,744.50",225
Camilla Castle,UK,Mint Chip Choco,26/05/2024,"$5,414.75",325
Brien Boise,USA,70% Dark Bites,14/04/2024,"$1,898.07",22
Madelene Upcott,Australia,99% Dark & Pure,01/08/2024,"$4,911.08",163
Mallorie Waber,Australia,Eclairs,22/08/2024,"$11,293.17",219
Marney O'Breen,India,99% Dark & Pure,22/07/2024,"$12,398.37",161
Husein Augar,USA,Fruit & Nut Bars,28/04/2024,"$1,508.57",28
Kelci Walkden,Australia,Almond Choco,30/05/2024,"$5,869.09",354
Ches Bonnell,USA,Milk Bars,21/07/2024,"$2,770.47",159
Jan Morforth,UK,Caramel Stuffed Bars,02/08/2024,"$3,541.73",494
Brien Boise,New Zealand,70% Dark Bites,15/06/2024,"$7,624.41",139
Oby Sorrel,India,85% Dark Bars,05/07/2024,"$9,928.42",130
Kaine Padly,New Zealand,Smooth Sliky Salty,12/04/2024,$7.67,548
Gigi Bohling,Australia,70% Dark Bites,18/08/2024,"$1,624.86",103
Jan Morforth,UK,50% Dark Bites,12/01/2024,"$6,301.56",287
Gunar Cockshoot,Canada,White Choc,11/08/2024,"$8,578.40",15
Jehu Rudeforth,Australia,Spicy Special Slims,13/01/2024,"$5,573.57",372
Husein Augar,UK,Baker's Choco Chips,29/04/2024,"$3,465.68",133
Rafaelita Blaksland,New Zealand,After Nines,07/07/2024,"$1,245.91",90
Madelene Upcott,New Zealand,Mint Chip Choco,11/03/2024,"$8,888.61",4
Madelene Upcott,UK,70% Dark Bites,16/02/2024,"$5,931.82",243
Barr Faughny,Australia,Organic Choco Syrup,07/01/2024,"$2,620.66",34
Beverie Moffet,New Zealand,Drinking Coco,12/01/2024,"$1,284.37",560
Beverie Moffet,India,Eclairs,09/06/2024,"$11,033.61",155
Andria Kimpton,India,Eclairs,16/05/2024,"$2,413.05",82
Gigi Bohling,UK,85% Dark Bars,23/06/2024,"$13,136.08",90
Roddy Speechley,UK,Raspberry Choco,28/01/2024,"$14,297.82",211
Dotty Strutley,UK,Mint Chip Choco,14/07/2024,"$2,837.65",212
Barr Faughny,Canada,Drinking Coco,18/04/2024,"$7,496.03",259
Oby Sorrel,USA,Milk Bars,14/06/2024,"$1,815.29",79
Oby Sorrel,UK,Orange Choco,15/04/2024,"$8,250.03",228
Curtice Advani,Canada,Peanut Butter Cubes,19/05/2024,"$5,605.82",64
Gigi Bohling,India,White Choc,13/04/2024,"$1,563.39",179
Husein Augar,Canada,Choco Coated Almonds,15/08/2024,"$3,997.02",411
Wilone O'Kielt,India,Choco Coated Almonds,22/08/2024,"$3,284.22",230
Wilone O'Kielt,New Zealand,Baker's Choco Chips,22/04/2024,"$4,609.67",58
Kaine Padly,UK,Choco Coated Almonds,03/08/2024,"$9,412.06",123
Dennison Crosswaite,New Zealand,Organic Choco Syrup,04/01/2024,$427.36,249
Kelci Walkden,Canada,After Nines,13/01/2024,"$19,449.02",204
Van Tuxwell,Australia,Baker's Choco Chips,11/05/2024,"$14,122.44",32
Husein Augar,New Zealand,Peanut Butter Cubes,16/02/2024,"$2,257.14",231
Kaine Padly,UK,Caramel Stuffed Bars,20/05/2024,"$11,334.21",72
Jehu Rudeforth,UK,Drinking Coco,03/02/2024,"$7,865.93",436
Beverie Moffet,India,Manuka Honey Choco,06/05/2024,"$11,462.32",172
Gunar Cockshoot,UK,Choco Coated Almonds,30/06/2024,"$6,154.53",132
Gunar Cockshoot,UK,Smooth Sliky Salty,22/03/2024,$867.50,143
Camilla Castle,Canada,Orange Choco,17/02/2024,"$9,056.10",58
Jehu Rudeforth,UK,85% Dark Bars,07/07/2024,"$6,569.40",66
Oby Sorrel,UK,70% Dark Bites,16/03/2024,"$7,431.00",180
Kelci Walkden,UK,99% Dark & Pure,12/08/2024,"$3,672.65",124
Gigi Bohling,New Zealand,After Nines,21/01/2024,"$6,464.80",189
Oby Sorrel,Australia,50% Dark Bites,06/05/2024,$813.58,163
Oby Sorrel,Canada,50% Dark Bites,24/06/2024,"$7,301.81",134
Barr Faughny,USA,White Choc,05/05/2024,"$8,523.42",171
Rafaelita Blaksland,New Zealand,99% Dark & Pure,25/03/2024,"$3,822.64",85
Curtice Advani,Australia,Caramel Stuffed Bars,14/02/2024,"$10,219.39",139
Curtice Advani,New Zealand,85% Dark Bars,12/05/2024,"$5,798.43",206
Barr Faughny,New Zealand,Smooth Sliky Salty,25/01/2024,"$4,487.01",184
Ches Bonnell,UK,85% Dark Bars,28/06/2024,"$17,237.67",13
Dennison Crosswaite,Australia,Drinking Coco,13/07/2024,"$7,497.22",184
Roddy Speechley,USA,Milk Bars,16/05/2024,"$3,034.06",245
Jan Morforth,India,After Nines,14/03/2024,"$6,795.06",177
Gunar Cockshoot,USA,After Nines,15/08/2024,"$4,273.09",280
Ches Bonnell,India,Orange Choco,16/02/2024,"$1,412.60",278
Mallorie Waber,UK,Manuka Honey Choco,15/06/2024,"$9,852.89",43
Barr Faughny,Australia,Raspberry Choco,27/05/2024,"$10,744.23",105
Wilone O'Kielt,USA,Drinking Coco,14/06/2024,"$1,213.63",101
Wilone O'Kielt,India,Eclairs,25/02/2024,"$4,263.93",80
Wilone O'Kielt,India,After Nines,04/08/2024,"$13,808.46",270
Kelci Walkden,India,99% Dark & Pure,28/06/2024,"$2,411.93",248
Gunar Cockshoot,Canada,Spicy Special Slims,05/04/2024,"$14,603.41",12
Madelene Upcott,Canada,Peanut Butter Cubes,05/07/2024,"$17,813.77",120
Kaine Padly,New Zealand,Eclairs,20/01/2024,"$14,346.28",48
Ches Bonnell,New Zealand,Drinking Coco,16/02/2024,"$10,009.51",144
Curtice Advani,UK,Drinking Coco,12/07/2024,$494.27,186
Kelci Walkden,India,Raspberry Choco,16/06/2024,"$9,118.67",253
Dotty Strutley,Australia,Choco Coated Almonds,13/04/2024,"$1,751.26",293
Kaine Padly,UK,50% Dark Bites,21/02/2024,"$3,402.47",69
Roddy Speechley,Canada,Choco Coated Almonds,11/05/2024,"$6,841.28",237
Ches Bonnell,India,50% Dark Bites,15/04/2024,"$12,584.46",328
Oby Sorrel,Canada,Peanut Butter Cubes,07/06/2024,"$14,291.30",179
Oby Sorrel,UK,White Choc,27/06/2024,"$1,998.41",303
Barr Faughny,India,After Nines,29/07/2024,"$9,558.06",117
Wilone O'Kielt,Canada,Smooth Sliky Salty,02/06/2024,"$5,594.84",174
Rafaelita Blaksland,India,Mint Chip Choco,26/01/2024,"$16,520.75",84
Rafaelita Blaksland,Canada,99% Dark & Pure,02/03/2024,"$5,545.62",139
Van Tuxwell,Australia,70% Dark Bites,10/01/2024,"$8,260.58",108
Beverie Moffet,USA,70% Dark Bites,27/06/2024,"$2,636.16",110
Barr Faughny,Canada,Orange Choco,30/06/2024,"$8,285.38",18
Roddy Speechley,Australia,85% Dark Bars,08/07/2024,"$4,590.00",78
Oby Sorrel,India,Spicy Special Slims,08/06/2024,"$13,189.14",95
Jan Morforth,UK,Manuka Honey Choco,18/08/2024,"$3,768.30",212
Kaine Padly,Australia,After Nines,08/04/2024,"$7,962.71",293
Wilone O'Kielt,Canada,Fruit & Nut Bars,08/08/2024,"$3,665.13",191
Wilone O'Kielt,UK,Milk Bars,26/08/2024,$334.81,66
Oby Sorrel,Canada,Fruit & Nut Bars,14/01/2024,"$2,187.50",159
Dennison Crosswaite,USA,Baker's Choco Chips,11/08/2024,"$18,481.73",295
Madelene Upcott,USA,Almond Choco,31/05/2024,"$11,863.69",24
Van Tuxwell,New Zealand,50% Dark Bites,11/07/2024,"$4,332.41",10
Karlen McCaffrey,Canada,Caramel Stuffed Bars,02/03/2024,"$3,653.33",327
Madelene Upcott,Australia,Raspberry Choco,13/07/2024,"$7,023.94",89
Rafaelita Blaksland,UK,Spicy Special Slims,03/08/2024,"$10,001.95",132
Curtice Advani,UK,Peanut Butter Cubes,01/03/2024,"$16,460.65",171
Kelci Walkden,New Zealand,White Choc,13/04/2024,"$8,575.27",165
Beverie Moffet,Canada,Fruit & Nut Bars,14/02/2024,"$12,191.42",177
Mallorie Waber,India,White Choc,26/07/2024,$969.15,233
Brien Boise,UK,Drinking Coco,27/01/2024,"$6,498.96",143
Jehu Rudeforth,India,Peanut Butter Cubes,14/04/2024,$33.68,487
Oby Sorrel,USA,Almond Choco,19/05/2024,"$7,640.61",154
Husein Augar,India,Eclairs,09/02/2024,"$5,596.93",62
Brien Boise,UK,Spicy Special Slims,25/05/2024,"$2,639.55",59
Oby Sorrel,Australia,Manuka Honey Choco,26/01/2024,"$4,626.87",78
Beverie Moffet,India,White Choc,04/07/2024,"$1,900.09",297
Ches Bonnell,India,Almond Choco,13/04/2024,"$13,315.47",72
Gigi Bohling,Australia,Smooth Sliky Salty,25/01/2024,"$6,359.09",121
Camilla Castle,USA,85% Dark Bars,25/04/2024,"$2,644.65",83
Camilla Castle,USA,Eclairs,10/06/2024,"$4,879.55",427
Madelene Upcott,New Zealand,White Choc,22/08/2024,"$11,572.50",51
Van Tuxwell,India,After Nines,27/06/2024,"$15,626.93",225
Husein Augar,India,Orange Choco,30/06/2024,"$4,781.14",38
Jehu Rudeforth,India,Almond Choco,30/08/2024,"$11,793.40",101
Karlen McCaffrey,Australia,Raspberry Choco,23/08/2024,"$1,061.03",58
Camilla Castle,New Zealand,99% Dark & Pure,26/08/2024,"$2,499.92",44
